INSEE_COM,annee,nb_mutations,NbMaisons,NbApparts,PropMaison,PropAppart,PrixMoyen,Prixm2Moyen,SurfaceMoy
19101,2024,13,12,1,8,92,94995,1199,81
19102,2024,5,5,0,0,100,228319,1854,85
19103,2024,1,1,0,0,100,109913,1832,60
19104,2024,1,1,0,0,100,38000,1267,30
19105,2024,4,4,0,0,100,142500,1630,86
19106,2024,8,7,1,12,88,139280,1809,91
19107,2024,21,16,5,24,76,161519,1847,91
19108,2024,2,2,0,0,100,112000,710,155
19109,2024,5,5,0,0,100,190200,1922,98
19111,2024,1,1,0,0,100,27000,675,40
19112,2024,2,2,0,0,100,180760,1494,122
19113,2024,9,9,0,0,100,127683,1811,74
19114,2024,3,3,0,0,100,68783,1252,64
19115,2024,1,1,0,0,100,150000,789,190
19116,2024,1,1,0,0,100,102800,1285,80
19117,2024,14,14,0,0,100,105007,1524,62
19118,2024,12,12,0,0,100,79392,926,87
19119,2024,2,2,0,0,100,162000,770,163
19120,2024,2,2,0,0,100,147648,1739,90
19121,2024,16,16,0,0,100,161828,1449,103
19122,2024,5,5,0,0,100,113340,1331,75
19123,2024,96,63,33,34,66,159493,1852,86
19124,2024,9,9,0,0,100,173078,1808,94
19125,2024,14,14,0,0,100,103653,1260,81
19126,2024,3,3,0,0,100,165583,1839,109
19128,2024,2,2,0,0,100,189000,1418,133
19129,2024,15,15,0,0,100,102972,1280,85
19130,2024,5,5,0,0,100,79340,907,102
19131,2024,6,6,0,0,100,87500,971,91
19132,2024,1,1,0,0,100,40000,656,61
19133,2024,1,1,0,0,100,40000,506,79
19134,2024,6,5,1,17,83,109223,1032,111
19135,2024,1,1,0,0,100,165000,1941,85
19136,2024,25,25,0,0,100,142528,1473,95
19137,2024,1,1,0,0,100,80000,727,110
19138,2024,6,6,0,0,100,222653,1805,106
19140,2024,3,3,0,0,100,77433,1489,54
19141,2024,2,2,0,0,100,117750,2975,60
19142,2024,2,2,0,0,100,120000,2246,52
19143,2024,7,7,0,0,100,110190,1238,93
19144,2024,6,6,0,0,100,118925,1500,79
19145,2024,5,5,0,0,100,125840,1494,87
19146,2024,29,20,9,31,69,109449,1321,87
19147,2024,3,3,0,0,100,126667,1089,90
19148,2024,14,13,1,7,93,110914,1172,88
19149,2024,1,1,0,0,100,201450,2518,80
19150,2024,3,3,0,0,100,205083,2250,104
19151,2024,5,5,0,0,100,180420,1921,95
19152,2024,5,5,0,0,100,149656,1463,104
19153,2024,48,42,6,12,88,131731,1582,83
19154,2024,3,3,0,0,100,214883,2010,106
19155,2024,2,2,0,0,100,71584,810,86
19156,2024,2,2,0,0,100,110000,1700,68
19157,2024,4,4,0,0,100,90372,1446,66
19159,2024,1,1,0,0,100,58000,806,72
19160,2024,2,2,0,0,100,62750,1214,52
19161,2024,2,2,0,0,100,247210,2734,97
19162,2024,14,14,0,0,100,174142,1736,99
19163,2024,1,1,0,0,100,50000,714,70
19164,2024,19,19,0,0,100,111629,1140,105
19165,2024,5,5,0,0,100,137585,1265,103
19167,2024,1,1,0,0,100,80000,615,130
19168,2024,2,2,0,0,100,44500,577,87
19169,2024,7,7,0,0,100,129643,1468,86
19170,2024,2,2,0,0,100,100150,2043,50
19171,2024,1,1,0,0,100,234000,1786,131
19172,2024,1,1,0,0,100,43000,811,53
19173,2024,1,1,0,0,100,65000,812,80
19174,2024,7,7,0,0,100,100307,897,118
19175,2024,1,1,0,0,100,114000,1481,77
19176,2024,12,12,0,0,100,112653,1129,104
19177,2024,2,2,0,0,100,91500,810,115
19178,2024,8,8,0,0,100,167419,1764,95
19179,2024,2,2,0,0,100,167500,1620,87
19180,2024,2,2,0,0,100,67500,568,122
19181,2024,7,7,0,0,100,119121,1592,75
19182,2024,9,9,0,0,100,166102,1303,119
19184,2024,4,4,0,0,100,188588,2076,95
19186,2024,4,4,0,0,100,175000,1597,105
19187,2024,3,3,0,0,100,117667,1376,97
19188,2024,1,1,0,0,100,115990,1657,70
19190,2024,2,2,0,0,100,90950,990,99
19191,2024,1,1,0,0,100,850000,3400,250
19192,2024,8,7,1,12,88,82050,928,84
19193,2024,3,3,0,0,100,63333,972,66
19194,2024,3,3,0,0,100,195956,1440,127
19195,2024,5,5,0,0,100,172300,1537,113
19196,2024,5,5,0,0,100,171136,2028,85
19198,2024,1,1,0,0,100,186400,2663,70
19199,2024,4,4,0,0,100,62400,794,75
19200,2024,1,1,0,0,100,139500,996,140
19201,2024,1,1,0,0,100,79200,1467,54
19202,2024,19,19,0,0,100,199876,1911,117
19203,2024,18,18,0,0,100,150145,1468,113
19204,2024,4,4,0,0,100,142703,1340,113
19206,2024,1,1,0,0,100,110000,1100,100
19207,2024,9,9,0,0,100,138934,1346,105
19208,2024,4,4,0,0,100,91750,1433,66
19209,2024,1,1,0,0,100,100000,1333,75
19211,2024,12,12,0,0,100,136230,1625,88
19212,2024,1,1,0,0,100,50000,862,58
19213,2024,8,8,0,0,100,128647,1313,100
19214,2024,5,5,0,0,100,62600,908,68
19215,2024,2,2,0,0,100,65000,1160,56
19216,2024,3,3,0,0,100,79333,863,86
19217,2024,1,1,0,0,100,16667,379,44
19219,2024,1,1,0,0,100,279550,1747,160
19220,2024,8,8,0,0,100,106776,1327,94
19222,2024,2,2,0,0,100,140000,1349,92
19225,2024,3,3,0,0,100,160167,1441,136
19226,2024,1,1,0,0,100,38000,500,76
19227,2024,10,10,0,0,100,137106,1557,89
19229,2024,51,50,1,2,98,193780,2022,98
19230,2024,3,3,0,0,100,226917,2156,100
19231,2024,6,6,0,0,100,77833,1091,68
19233,2024,1,1,0,0,100,190000,1979,96
19235,2024,4,4,0,0,100,105350,1845,52
19236,2024,5,5,0,0,100,122550,1249,96
19237,2024,11,10,1,9,91,139614,1261,118
19238,2024,1,1,0,0,100,162800,904,180
19239,2024,8,8,0,0,100,103309,1141,94
19240,2024,3,3,0,0,100,72400,825,80
19241,2024,5,5,0,0,100,136332,1268,107
19242,2024,3,3,0,0,100,227000,1491,136
19243,2024,5,5,0,0,100,143226,1910,75
19244,2024,1,1,0,0,100,80000,615,130
19245,2024,3,3,0,0,100,73018,1328,53
19246,2024,10,10,0,0,100,188240,1756,113
19247,2024,3,3,0,0,100,204705,1436,148
19248,2024,8,8,0,0,100,147031,1410,95
19249,2024,4,4,0,0,100,56758,885,66
19250,2024,4,4,0,0,100,101438,1180,88
19251,2024,4,4,0,0,100,283266,1495,182
19252,2024,11,11,0,0,100,114694,1074,106
19253,2024,3,3,0,0,100,91000,928,96
19254,2024,5,5,0,0,100,119440,1760,61
19255,2024,13,12,1,8,92,121735,1257,99
19256,2024,4,4,0,0,100,105744,1118,104
19257,2024,1,1,0,0,100,64000,1829,35
19258,2024,7,7,0,0,100,67530,1182,56
19259,2024,4,4,0,0,100,121740,1861,68
19260,2024,2,2,0,0,100,148500,2291,76
19261,2024,3,3,0,0,100,102757,953,99
19262,2024,4,4,0,0,100,63375,877,68
19263,2024,5,5,0,0,100,65600,804,77
19264,2024,11,11,0,0,100,60009,1003,67
19265,2024,8,8,0,0,100,95612,1054,99
19269,2024,24,23,1,4,96,101090,1056,104
19270,2024,6,6,0,0,100,176040,1587,110
19271,2024,3,3,0,0,100,112933,1451,78
19272,2024,172,70,102,59,41,84559,1069,81
19273,2024,13,13,0,0,100,154389,1474,105
19274,2024,44,39,5,11,89,202583,1836,114
19275,2024,74,53,21,28,72,104096,1235,85
19276,2024,37,35,2,5,95,103738,1137,94
19277,2024,1,1,0,0,100,32500,650,50
19278,2024,19,19,0,0,100,158575,1770,92
19279,2024,4,4,0,0,100,154840,1731,93
19281,2024,3,3,0,0,100,172473,1958,119
19283,2024,1,1,0,0,100,57250,1272,45
19284,2024,1,1,0,0,100,50000,893,56
19285,2024,18,18,0,0,100,117958,1256,92
19286,2024,13,13,0,0,100,85865,1076,76
19287,2024,1,1,0,0,100,130000,650,200
19288,2024,12,12,0,0,100,141721,1658,86
19289,2024,6,6,0,0,100,189892,1696,112
21001,2024,6,6,0,0,100,232858,2515,92
21002,2024,6,6,0,0,100,179997,1835,102
21003,2024,14,11,3,21,79,283066,3315,93
21004,2024,3,3,0,0,100,86667,786,106
21005,2024,15,15,0,0,100,215480,2280,98
21007,2024,3,3,0,0,100,106333,977,109
21008,2024,3,3,0,0,100,86833,1585,52
21009,2024,4,4,0,0,100,104675,1676,82
21010,2024,5,5,0,0,100,366000,3032,114
21011,2024,1,1,0,0,100,35000,330,106
21012,2024,2,2,0,0,100,112000,1140,103
21013,2024,3,3,0,0,100,228000,2252,119
21014,2024,1,1,0,0,100,120000,2727,44
21016,2024,5,5,0,0,100,206161,2746,95
21017,2024,5,5,0,0,100,116700,1574,76
21020,2024,1,1,0,0,100,96000,1412,68
21021,2024,22,21,1,5,95,290685,2606,117
21022,2024,3,3,0,0,100,147167,1640,92
21023,2024,15,13,2,13,87,80780,940,89
21024,2024,2,2,0,0,100,142500,1222,118
21026,2024,1,1,0,0,100,91700,1638,56
21027,2024,11,10,1,9,91,549900,3420,157
21028,2024,7,7,0,0,100,192339,1776,113
21031,2024,10,10,0,0,100,237335,1758,139
21032,2024,2,2,0,0,100,139150,1345,104
21033,2024,2,2,0,0,100,185050,2740,74
21035,2024,5,5,0,0,100,156408,2060,81
21037,2024,13,13,0,0,100,185034,1921,95
21038,2024,76,47,29,38,62,144196,1622,86
21039,2024,1,1,0,0,100,60000,513,117
21040,2024,1,1,0,0,100,100000,781,128
21041,2024,2,2,0,0,100,165010,1768,92
21042,2024,1,1,0,0,100,220000,2200,100
21043,2024,1,1,0,0,100,143000,812,176
21044,2024,1,1,0,0,100,38000,475,80
21045,2024,7,7,0,0,100,167713,1744,88
21048,2024,3,3,0,0,100,307553,2814,111
21049,2024,2,2,0,0,100,143560,984,130
21050,2024,4,4,0,0,100,79482,997,81
21051,2024,1,1,0,0,100,135000,1421,95
21052,2024,1,1,0,0,100,248500,1172,212
21054,2024,291,127,164,56,44,226685,2800,82
21055,2024,2,2,0,0,100,57500,488,140
21056,2024,12,7,5,42,58,247746,2071,129
21057,2024,1,1,0,0,100,262000,1679,156
21058,2024,1,1,0,0,100,135000,1350,100
21059,2024,8,6,2,25,75,288612,3398,90
21060,2024,12,11,1,8,92,216542,2229,96
21061,2024,2,2,0,0,100,35000,434,79
21062,2024,2,2,0,0,100,155000,1129,135
21064,2024,1,1,0,0,100,116000,1506,77
21065,2024,1,1,0,0,100,94900,1172,81
21066,2024,1,1,0,0,100,120000,1538,78
21067,2024,7,7,0,0,100,206679,2104,100
21068,2024,1,1,0,0,100,481800,2851,169
21069,2024,2,2,0,0,100,135000,1657,95
21070,2024,1,1,0,0,100,110000,1571,70
21071,2024,8,8,0,0,100,213344,2536,100
21072,2024,1,1,0,0,100,228000,1520,150
21074,2024,1,1,0,0,100,220000,2222,99
21075,2024,5,5,0,0,100,121359,972,113
21076,2024,11,11,0,0,100,209804,2275,99
21077,2024,3,3,0,0,100,124028,974,134
21078,2024,1,1,0,0,100,74000,655,113
21079,2024,2,2,0,0,100,138700,1442,98
21080,2024,4,4,0,0,100,176000,1348,132
21081,2024,1,1,0,0,100,170000,1405,121
21083,2024,2,2,0,0,100,123500,1284,75
21085,2024,2,2,0,0,100,59250,710,78
21086,2024,13,12,1,8,92,264236,2678,103
21087,2024,11,11,0,0,100,139278,1516,96
21088,2024,1,1,0,0,100,598000,2781,215
21089,2024,9,9,0,0,100,168422,1377,124
21090,2024,1,1,0,0,100,65000,1048,62
21091,2024,1,1,0,0,100,200000,1250,160
21092,2024,6,6,0,0,100,152804,1934,76
21093,2024,1,1,0,0,100,128500,2008,64
21094,2024,4,4,0,0,100,156250,1297,112
21095,2024,2,2,0,0,100,192075,1752,104
21096,2024,3,3,0,0,100,211667,1693,139
21099,2024,4,4,0,0,100,103000,1348,84
21100,2024,3,3,0,0,100,126167,1536,91
21101,2024,3,3,0,0,100,158537,1375,111
21103,2024,21,20,1,5,95,192487,2076,99
21104,2024,2,2,0,0,100,73000,818,89
21105,2024,5,5,0,0,100,335930,2655,120
21106,2024,7,7,0,0,100,319236,2673,118
21107,2024,13,12,1,8,92,368308,3036,120
21108,2024,3,3,0,0,100,137283,1253,119
21109,2024,4,4,0,0,100,143719,1334,117
21110,2024,2,1,1,50,50,199500,2292,83
21111,2024,1,1,0,0,100,383000,1757,218
21112,2024,3,3,0,0,100,122333,1969,70
21113,2024,1,1,0,0,100,352100,2134,165
21114,2024,1,1,0,0,100,110052,1101,100
21115,2024,4,4,0,0,100,123750,1259,106
21117,2024,3,3,0,0,100,81783,802,104
21122,2024,5,5,0,0,100,198182,2007,95
21124,2024,4,4,0,0,100,119575,1283,89
21125,2024,1,1,0,0,100,64000,762,84
21126,2024,1,1,0,0,100,235300,2064,114
21127,2024,2,2,0,0,100,169500,2165,85
21128,2024,1,1,0,0,100,35000,507,69
21130,2024,3,3,0,0,100,197333,2349,83
21131,2024,3,3,0,0,100,87667,971,93
21134,2024,3,3,0,0,100,87667,1071,84
21135,2024,2,2,0,0,100,117000,702,128
21136,2024,1,1,0,0,100,70000,483,145
21138,2024,7,7,0,0,100,147843,1608,103
21139,2024,5,5,0,0,100,188700,2016,120
21140,2024,1,1,0,0,100,123600,1373,90
21142,2024,2,2,0,0,100,90189,1032,90
21146,2024,2,2,0,0,100,198600,2006,96
21148,2024,3,3,0,0,100,210000,1835,153
21150,2024,4,4,0,0,100,228888,1941,111
21152,2024,3,3,0,0,100,182667,1623,114
21153,2024,2,2,0,0,100,258150,1229,204
21154,2024,67,39,28,42,58,96977,1129,91
21158,2024,1,1,0,0,100,167500,1457,115
21160,2024,1,1,0,0,100,263000,1753,150
21162,2024,7,7,0,0,100,185291,2241,88
21166,2024,122,28,94,77,23,127769,1613,78
21169,2024,2,2,0,0,100,231500,2572,90
21170,2024,7,7,0,0,100,245837,2143,107
21171,2024,166,56,110,66,34,185278,2526,75
21173,2024,4,4,0,0,100,370975,4320,90
21175,2024,6,6,0,0,100,220183,2064,108
21176,2024,1,1,0,0,100,27000,675,40
21177,2024,3,3,0,0,100,120167,1112,106
21179,2024,5,5,0,0,100,289830,2478,115
21181,2024,1,1,0,0,100,86500,1030,84
21182,2024,2,2,0,0,100,143570,1952,74
21183,2024,11,11,0,0,100,228086,2264,103
21185,2024,2,2,0,0,100,374000,2937,140
21186,2024,6,6,0,0,100,184017,2159,86
21187,2024,2,2,0,0,100,160950,1508,108
21189,2024,3,3,0,0,100,124933,993,115
21190,2024,2,2,0,0,100,290000,1794,162
21191,2024,5,5,0,0,100,255600,2261,116
21192,2024,11,9,2,18,82,274369,2648,102
21193,2024,3,3,0,0,100,288100,2441,120
21194,2024,21,20,1,5,95,205435,2163,101
21195,2024,1,1,0,0,100,128250,1757,73
21196,2024,7,7,0,0,100,186424,1981,93
21200,2024,20,18,2,10,90,267567,2448,110
21201,2024,3,3,0,0,100,58000,867,72
21202,2024,2,2,0,0,100,151000,1238,117
21203,2024,2,2,0,0,100,147000,1237,108
21205,2024,1,1,0,0,100,199500,2404,83
21207,2024,1,1,0,0,100,80700,897,90
21208,2024,1,1,0,0,100,273400,2848,96
21209,2024,9,9,0,0,100,351872,3166,110
21210,2024,4,3,1,25,75,215684,1892,102
21211,2024,2,2,0,0,100,248950,1844,137
21212,2024,1,1,0,0,100,73000,521,140
21214,2024,3,3,0,0,100,96725,951,80
21215,2024,1,1,0,0,100,257000,2142,120
21216,2024,1,1,0,0,100,60000,714,84
21218,2024,1,1,0,0,100,258000,1792,144
21219,2024,2,2,0,0,100,343500,2296,152
21221,2024,2,2,0,0,100,50000,804,54
21223,2024,13,11,2,15,85,374945,3319,114
21224,2024,1,1,0,0,100,50000,532,94
21225,2024,1,1,0,0,100,41000,1206,34
21227,2024,3,3,0,0,100,282667,2469,118
21228,2024,3,3,0,0,100,179967,1349,114
21229,2024,1,1,0,0,100,158000,1629,97
21230,2024,3,3,0,0,100,286417,2303,127
21231,2024,2693,343,2350,87,13,166423,2730,61
21232,2024,6,6,0,0,100,99867,909,120
21233,2024,2,2,0,0,100,205100,2316,89
21234,2024,2,2,0,0,100,134500,1495,98
21236,2024,1,1,0,0,100,130000,2167,60
21237,2024,1,1,0,0,100,143910,1345,107
21239,2024,8,8,0,0,100,217484,1965,128
21241,2024,3,3,0,0,100,300233,2320,129
21242,2024,4,2,2,50,50,166125,2146,89
21243,2024,3,3,0,0,100,195000,1379,136
21244,2024,1,1,0,0,100,82000,988,83
21245,2024,10,8,2,20,80,302720,2407,124
21246,2024,5,5,0,0,100,269720,2338,111
21247,2024,12,12,0,0,100,125603,1196,107
21249,2024,14,14,0,0,100,185171,1839,109
21251,2024,6,5,1,17,83,193020,1999,90
21252,2024,2,2,0,0,100,44000,998,60
21253,2024,1,1,0,0,100,110000,846,130
21254,2024,1,1,0,0,100,99000,1320,75
21255,2024,3,3,0,0,100,348454,2446,150
21256,2024,2,2,0,0,100,227000,1656,136
21258,2024,1,1,0,0,100,103000,1108,93
21259,2024,1,1,0,0,100,76100,855,89
21261,2024,6,6,0,0,100,354967,2932,123
21263,2024,16,16,0,0,100,274624,3143,89
21265,2024,4,4,0,0,100,340125,3053,112
21266,2024,2,2,0,0,100,220300,3170,70
21267,2024,2,2,0,0,100,163540,2617,63
21268,2024,2,2,0,0,100,337000,4587,104
21269,2024,2,2,0,0,100,124000,1952,72
21270,2024,2,2,0,0,100,376000,3124,120
21271,2024,6,6,0,0,100,163750,2008,97
21272,2024,3,3,0,0,100,101833,875,124
21273,2024,15,14,1,7,93,225019,2100,104
21274,2024,2,2,0,0,100,50250,1117,45
21275,2024,4,4,0,0,100,125402,1158,122
21276,2024,1,1,0,0,100,110000,1571,70
21277,2024,14,14,0,0,100,163638,1895,92
21278,2024,127,61,66,52,48,262894,2970,86
21280,2024,2,2,0,0,100,65000,772,81
21281,2024,2,2,0,0,100,60500,606,102
21283,2024,2,2,0,0,100,118000,1013,114
21284,2024,2,2,0,0,100,100775,1880,64
21285,2024,4,4,0,0,100,183788,1292,144
21287,2024,1,1,0,0,100,187000,1508,124
21288,2024,3,3,0,0,100,113500,1179,87
21289,2024,2,2,0,0,100,183135,2114,82
21290,2024,8,7,1,12,88,199832,2178,91
21291,2024,6,6,0,0,100,105649,1189,89
21292,2024,54,36,18,33,67,153122,1902,83
21293,2024,3,3,0,0,100,118000,1831,63
21294,2024,2,2,0,0,100,394500,2830,155
21295,2024,35,15,20,57,43,221229,2676,79
21296,2024,3,3,0,0,100,72663,749,98
21297,2024,10,10,0,0,100,336167,2964,115
21298,2024,1,1,0,0,100,174000,1487,117
21299,2024,1,1,0,0,100,50000,714,70
21300,2024,5,5,0,0,100,142770,1731,81
21301,2024,6,6,0,0,100,171567,1571,114
21302,2024,2,2,0,0,100,44000,600,73
21303,2024,1,1,0,0,100,59750,610,98
21304,2024,1,1,0,0,100,85000,691,123
21305,2024,1,1,0,0,100,70755,1011,70
21308,2024,3,3,0,0,100,266800,1755,154
21309,2024,1,1,0,0,100,110000,430,256
21313,2024,1,1,0,0,100,40000,500,80
21315,2024,10,9,1,10,90,368364,2763,131
21316,2024,5,5,0,0,100,88710,1042,86
21317,2024,44,40,4,9,91,210922,2075,102
21319,2024,11,10,1,9,91,269831,2629,108
21320,2024,4,4,0,0,100,206962,2260,102
21322,2024,2,2,0,0,100,83000,929,84
21323,2024,1,1,0,0,100,222000,1432,155
21325,2024,1,1,0,0,100,18000,400,45
21327,2024,7,5,2,29,71,70714,680,103
21329,2024,1,1,0,0,100,200000,1036,193
21330,2024,4,4,0,0,100,199475,2389,84
21331,2024,3,3,0,0,100,174333,1720,101
21332,2024,10,10,0,0,100,145855,1372,117
21333,2024,4,4,0,0,100,128000,1477,87
21334,2024,7,7,0,0,100,116573,1118,103
21335,2024,2,2,0,0,100,95000,1166,82
21336,2024,6,6,0,0,100,131500,1112,129
21337,2024,25,23,2,8,92,129429,1726,81
21338,2024,2,2,0,0,100,92500,816,114
21339,2024,2,2,0,0,100,120000,1257,100
21340,2024,3,3,0,0,100,167933,1775,90
21341,2024,1,1,0,0,100,85000,664,128
21342,2024,3,3,0,0,100,229333,1416,153
21343,2024,3,3,0,0,100,30000,760,43
21344,2024,8,8,0,0,100,130625,1434,97
21345,2024,2,2,0,0,100,43808,575,76
21346,2024,2,2,0,0,100,48750,567,86
21347,2024,4,2,2,50,50,273725,2472,104
21348,2024,1,1,0,0,100,49000,645,76
21349,2024,5,5,0,0,100,139300,1219,109
21351,2024,7,7,0,0,100,225896,2002,116
21352,2024,15,15,0,0,100,205600,2055,104
21353,2024,13,13,0,0,100,254519,2525,101
21354,2024,1,1,0,0,100,215000,1604,134
21355,2024,74,33,41,55,45,194196,2466,79
21356,2024,19,18,1,5,95,156682,1573,99
21357,2024,1,1,0,0,100,143500,1435,100
21358,2024,2,2,0,0,100,188200,1188,144
21360,2024,3,3,0,0,100,82389,1186,70
21361,2024,7,7,0,0,100,152214,1494,98
21363,2024,2,2,0,0,100,142850,1196,118
21364,2024,2,2,0,0,100,163750,1502,113
21367,2024,2,2,0,0,100,137542,1798,78
21368,2024,4,4,0,0,100,316425,2420,133
21369,2024,5,5,0,0,100,253520,2341,108
21370,2024,10,9,1,10,90,333922,2545,131
21371,2024,5,5,0,0,100,162740,1524,103
21372,2024,2,2,0,0,100,88750,732,118
21373,2024,6,6,0,0,100,296604,2166,155
21374,2024,2,2,0,0,100,72500,841,80
21375,2024,2,2,0,0,100,50500,1308,39
21376,2024,1,1,0,0,100,210000,2414,87
21378,2024,1,1,0,0,100,105000,972,108
21379,2024,2,2,0,0,100,41500,704,62
21381,2024,2,2,0,0,100,126500,712,145
21382,2024,3,3,0,0,100,92667,1126,70
21383,2024,21,19,2,10,90,191265,2148,93
21384,2024,1,1,0,0,100,815000,3671,222
21385,2024,6,6,0,0,100,111000,961,112
21386,2024,3,3,0,0,100,58667,807,73
21387,2024,7,7,0,0,100,194432,1893,100
21388,2024,4,4,0,0,100,231062,1844,121
21389,2024,4,4,0,0,100,122200,1063,115
21390,2024,60,56,4,7,93,216159,2439,89
21391,2024,6,6,0,0,100,294008,2591,127
21394,2024,1,1,0,0,100,160820,1608,100
21397,2024,2,2,0,0,100,241000,2890,104
21398,2024,1,1,0,0,100,122000,953,128
21399,2024,2,2,0,0,100,151495,722,186
21401,2024,5,5,0,0,100,295210,2407,115
21402,2024,1,1,0,0,100,36000,720,50
21403,2024,3,3,0,0,100,61667,881,70
21404,2024,6,6,0,0,100,170817,1464,105
21405,2024,8,7,1,12,88,285104,2324,136
21406,2024,3,3,0,0,100,225700,1889,121
21407,2024,5,5,0,0,100,203940,3278,65
21408,2024,14,11,3,21,79,344631,2966,125
21409,2024,5,5,0,0,100,180680,1688,106
21411,2024,6,6,0,0,100,211953,1927,108
21412,2024,14,13,1,7,93,482518,3376,151
21413,2024,2,2,0,0,100,132500,1418,92
21414,2024,1,1,0,0,100,181100,1968,92
21415,2024,2,2,0,0,100,67000,625,107
21416,2024,21,20,1,5,95,194363,2072,99
21417,2024,4,4,0,0,100,151750,1536,100
21418,2024,1,1,0,0,100,31000,431,72
21419,2024,6,6,0,0,100,76376,836,96
21420,2024,1,1,0,0,100,59000,1513,39
21421,2024,1,1,0,0,100,324160,2593,125
21422,2024,4,4,0,0,100,150845,1827,103
21423,2024,9,9,0,0,100,346800,3594,100
21424,2024,2,2,0,0,100,151725,1085,132
21425,2024,55,35,20,36,64,96263,1202,80
21426,2024,1,1,0,0,100,222000,1850,120
21427,2024,1,1,0,0,100,271500,1697,160
21428,2024,3,3,0,0,100,377257,2793,135
21429,2024,3,3,0,0,100,172667,1577,99
21432,2024,4,4,0,0,100,151500,1044,125
21433,2024,4,4,0,0,100,128000,1361,97
21434,2024,3,3,0,0,100,65000,727,91
21435,2024,4,4,0,0,100,98250,1306,75
21436,2024,1,1,0,0,100,181000,1905,95
21437,2024,3,3,0,0,100,260333,1730,164
21439,2024,1,1,0,0,100,162460,1692,96
21440,2024,1,1,0,0,100,200000,2000,100
21441,2024,4,4,0,0,100,189855,2152,100
21442,2024,5,5,0,0,100,189570,1968,98
21444,2024,1,1,0,0,100,90000,776,116
21445,2024,4,4,0,0,100,106750,1056,106
21446,2024,1,1,0,0,100,87000,719,121
21447,2024,1,1,0,0,100,40000,851,47
21449,2024,1,1,0,0,100,85000,955,89
21450,2024,2,2,0,0,100,209000,1596,128
21451,2024,2,2,0,0,100,305975,2395,125
21452,2024,29,23,6,21,79,252566,2652,97
21454,2024,2,2,0,0,100,138910,1514,96
21455,2024,1,1,0,0,100,130000,1806,72
21457,2024,2,2,0,0,100,24000,375,64
21458,2024,9,9,0,0,100,238267,2141,115
21459,2024,2,2,0,0,100,166080,2076,80
21460,2024,2,2,0,0,100,64500,586,110
21461,2024,27,26,1,4,96,126108,1416,91
21462,2024,10,10,0,0,100,422010,3504,118
21464,2024,71,37,34,48,52,206883,2325,84
21465,2024,1,1,0,0,100,55000,509,108
21466,2024,1,1,0,0,100,95000,633,150
21468,2024,2,2,0,0,100,64500,702,96
21469,2024,3,3,0,0,100,242667,1983,124
21473,2024,5,4,1,20,80,264208,3238,100
21474,2024,3,3,0,0,100,96990,1065,99
21475,2024,7,7,0,0,100,161214,1691,99
21476,2024,2,2,0,0,100,206678,1424,144
21477,2024,1,1,0,0,100,215000,3071,70
21478,2024,4,4,0,0,100,144790,1743,83
21479,2024,1,1,0,0,100,52000,722,72
21480,2024,2,2,0,0,100,246450,2668,92
21481,2024,17,13,4,24,76,256184,2498,104
21482,2024,11,11,0,0,100,184627,1640,115
21483,2024,2,2,0,0,100,412750,3349,120
21485,2024,30,18,12,40,60,215065,2576,85
21487,2024,4,4,0,0,100,243075,2504,94
21488,2024,1,1,0,0,100,49000,907,54
21490,2024,2,2,0,0,100,134500,1122,124
21491,2024,1,1,0,0,100,52250,1066,49
21492,2024,6,5,1,17,83,340634,3479,84
21493,2024,7,7,0,0,100,132129,1981,79
21494,2024,1,1,0,0,100,245000,1021,240
21496,2024,22,20,2,9,91,138326,1778,83
21497,2024,3,3,0,0,100,146667,1566,101
21499,2024,2,2,0,0,100,152750,1036,141
21500,2024,5,5,0,0,100,132800,1477,90
21501,2024,20,17,3,15,85,185240,1981,94
21502,2024,10,10,0,0,100,130420,1534,87
21504,2024,2,2,0,0,100,181350,1964,92
21505,2024,9,9,0,0,100,121111,1154,101
21506,2024,7,7,0,0,100,236975,2393,99
21508,2024,6,6,0,0,100,260025,2593,104
21511,2024,2,2,0,0,100,134050,1222,112
21512,2024,8,8,0,0,100,153150,2106,73
21514,2024,2,2,0,0,100,53270,880,64
21515,2024,81,35,46,57,43,192932,2491,78
21517,2024,5,4,1,20,80,226866,2486,92
21518,2024,4,4,0,0,100,121050,1158,110
21519,2024,3,3,0,0,100,82333,1016,83
21520,2024,1,1,0,0,100,167500,1457,115
21521,2024,11,11,0,0,100,333305,2696,120
21522,2024,1,1,0,0,100,54000,1227,44
21523,2024,1,1,0,0,100,112000,889,126
21524,2024,1,1,0,0,100,64000,762,84
21525,2024,6,6,0,0,100,123526,1719,77
21527,2024,3,3,0,0,100,388077,2505,146
21528,2024,2,2,0,0,100,50900,760,70
21529,2024,1,1,0,0,100,90000,989,91
21530,2024,3,3,0,0,100,227333,1292,137
21531,2024,4,4,0,0,100,62400,1035,62
21532,2024,3,3,0,0,100,337977,2444,140
21534,2024,8,8,0,0,100,285000,2659,105
21535,2024,10,8,2,20,80,256435,2845,91
21536,2024,8,8,0,0,100,86750,1080,87
21537,2024,2,2,0,0,100,108030,972,88
21538,2024,2,2,0,0,100,54300,511,108
21540,2024,121,64,57,47,53,222607,2837,80
21541,2024,3,3,0,0,100,250928,2689,92
21542,2024,4,4,0,0,100,245800,2508,99
21544,2024,2,2,0,0,100,155500,975,140
